"","Código do Município","Município","Estado","Ano de Referência","Código do Prestador","Prestador","Sigla do Prestador","Abrangência","Tipo de Serviço","Natureza Jurídica","G05A - Quantidade total de municípios atendidos com abastecimento de água","G05B - Quantidade total de municípios atendidos com esgotamento sanitário","G06A - População urbana residente do(s) município(s) com abastecimento de água","G06B - População urbana residente do(s) município(s) com esgotamento sanitário","G12A - População total residente do(s) município(s) com abastecimento de água, segundo o IBGE","G12B - População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE","GE001 - Quantidade de municípios atendidos com abastecimento de água com delegação em vigor","GE002 - Quantidade de municípios atendidos com abastecimento de água com delegação vencida","GE003 - Quantidade de municípios atendidos com abastecimento de água sem delegação","GE005 - Quantidade total de municípios atendidos","GE008 - Quantidade de Sedes municipais atendidas com abastecimento de água","GE009 - Quantidade de Sedes municipais atendidas com esgotamento sanitário","GE010 - Quantidade de Localidades (excluídas as sedes) atendidas com abastecimento de água","GE011 - Quantidade de Localidades (excluídas as sedes) atendidas com esgotamento sanitário","GE014 - Quantidade de municípios atendidos com esgotamento sanitário com delegação em vigor","GE015 - Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida","GE016 - Quantidade de municípios atendidos com esgotamento sanitário sem delegação","GE017 - Ano de vencimento da delegação de abastecimento de água","GE018 - Ano de vencimento da delegação de esgotamento sanitário","GE025 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor","GE026 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços","GE028 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços","GE029 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços"
"8041",150530,"Oriximiná","PA",2010,15053011,"Prefeitura Municipal de Oriximiná","PMO","Local","Água","Administração pública direta",1,NA,40147,NA,62794,NA,NA,NA,NA,1,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8042",150543,"Ourilândia do Norte","PA",2015,15054311,"Prefeitura Municipal de Ourilândia do Norte","PMON","Local","Água","Administração pública direta",1,NA,22400,NA,30776,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8043",150543,"Ourilândia do Norte","PA",2013,15054311,"Prefeitura Municipal de Ourilândia do Norte","PMON","Local","Água e Esgoto","Administração pública direta",1,1,21506,21506,29547,29547,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8044",150543,"Ourilândia do Norte","PA",2010,15054311,"Prefeitura Municipal de Ourilândia do Norte","PMON","Local","Água e Esgoto","Administração pública direta",1,1,19913,19913,27359,27359,NA,NA,NA,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8045",150543,"Ourilândia do Norte","PA",2009,15054311,"Prefeitura Municipal de Ourilândia do Norte","PMON","Local","Água","Administração pública direta",1,NA,14448,NA,21327,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8046",150543,"Ourilândia do Norte","PA",2008,15054311,"Prefeitura Municipal de Ourilândia do Norte","PMON","Local","Água","Administração pública direta",1,NA,14342,NA,21171,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8047",150548,"Pacajá","PA",2015,15054811,"Prefeitura Municipal de Pacajá","PMP","Local","Água e Esgoto","Administração pública direta",1,1,15397,15397,44778,44778,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8048",150550,"Paragominas","PA",2017,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,86059,86059,110026,110026,NA,NA,NA,1,1,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8049",150550,"Paragominas","PA",2016,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,84902,84902,108547,108547,NA,NA,NA,1,1,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8050",150550,"Paragominas","PA",2015,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,83700,83700,107010,107010,NA,NA,NA,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8051",150550,"Paragominas","PA",2014,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,82454,82454,105417,105417,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8052",150550,"Paragominas","PA",2013,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,81170,81170,103775,103775,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8053",150550,"Paragominas","PA",2012,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,79035,79035,101046,101046,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8054",150550,"Paragominas","PA",2011,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água e Esgoto","Autarquia",1,1,77795,77795,99460,99460,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8055",150550,"Paragominas","PA",2010,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água","Autarquia",1,0,76511,NA,97819,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8056",150550,"Paragominas","PA",2009,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água","Autarquia",1,NA,74688,NA,97350,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8057",150550,"Paragominas","PA",2008,15055011,"Agência de Saneamento de Paragominas","SANEPAR","Local","Água","Autarquia",1,NA,73252,NA,95479,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8058",150553,"Parauapebas","PA",2017,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,182348,182348,202356,202356,NA,NA,NA,1,1,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8059",150553,"Parauapebas","PA",2016,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,176853,176853,196259,196259,NA,NA,NA,1,1,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8060",150553,"Parauapebas","PA",2014,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,165223,165223,183352,183352,NA,NA,NA,1,1,1,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8061",150553,"Parauapebas","PA",2013,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,159122,159122,176582,176582,NA,NA,NA,1,1,1,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8062",150553,"Parauapebas","PA",2012,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,149895,149895,166342,166342,NA,NA,NA,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8063",150553,"Parauapebas","PA",2011,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,144386,144386,160229,160229,NA,NA,NA,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8064",150553,"Parauapebas","PA",2010,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,138690,138690,153908,153908,NA,NA,NA,1,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8065",150553,"Parauapebas","PA",2009,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,136214,136214,152777,152777,NA,NA,NA,1,1,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8066",150553,"Parauapebas","PA",2008,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Administração pública direta",1,1,129571,129571,145326,145326,NA,NA,NA,1,1,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8067",150553,"Parauapebas","PA",2006,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Administração pública direta",1,1,78849,78849,95225,95225,NA,NA,NA,1,1,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8068",150553,"Parauapebas","PA",2005,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Autarquia",1,1,75864,75864,91621,91621,NA,NA,NA,1,1,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8069",150553,"Parauapebas","PA",2004,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Empresa privada",1,1,73296,73296,88519,88519,NA,NA,NA,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8070",150553,"Parauapebas","PA",2003,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Empresa privada",1,1,67424,67424,81428,81428,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8071",150553,"Parauapebas","PA",2002,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Empresa privada",1,1,74160,74160,78303,78303,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8072",150553,"Parauapebas","PA",2001,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Empresa privada",1,1,73325,73325,75524,75524,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8073",150553,"Parauapebas","PA",2000,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Empresa privada",NA,NA,59158,59158,71568,71568,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8074",150553,"Parauapebas","PA",1999,15055311,"Serviço Autônomo de Água e Esgoto de Paraupebas","SAAEP","Local","Água e Esgoto","Empresa privada",1,1,47025,47025,76452,76452,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8075",150590,"Porto de Moz","PA",2003,15059011,"Prefeitura Municipal de Porto de Moz","PMPM","Local","Água","Autarquia",1,NA,11379,NA,26189,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8076",150610,"Primavera","PA",2009,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7068,NA,10993,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8077",150610,"Primavera","PA",2009,15061012,"Prefeitura Municipal de Primavera","PMP","Local","Esgoto","Administração pública direta",NA,1,7068,7068,10993,10993,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8078",150610,"Primavera","PA",2006,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,7218,NA,11014,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8079",150610,"Primavera","PA",2003,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,6723,NA,10258,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8080",150610,"Primavera","PA",2002,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,10525,NA,10087,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8081",150610,"Primavera","PA",2001,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,9582,0,9799,NA,NA,NA,NA,NA,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8082",150610,"Primavera","PA",2000,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",NA,NA,6367,0,9718,0,NA,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8083",150610,"Primavera","PA",1999,15061011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água","Autarquia",1,NA,8944,0,9213,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8084",150611,"Quatipuru","PA",2009,15061111,"Prefeitura Municipal de Quatipuru","PMQ","Local","Água e Esgoto","Administração pública direta",1,1,6261,6261,13459,13459,NA,NA,NA,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8085",150613,"Redenção","PA",2017,15061311,"BRK Ambiental - Redenção S.A.","BRK","Local","Água e Esgoto","Empresa privada",1,1,76471,76471,82464,82464,1,0,0,1,1,1,0,0,1,0,0,2043,2043,NA,NA,NA,NA
"8086",150613,"Redenção","PA",2016,15061311,"BRK Ambiental - Redenção S.A.","BRK","Local","Água","Empresa privada",1,0,75713,NA,81647,NA,1,0,0,1,1,NA,0,NA,NA,NA,NA,2043,NA,NA,NA,NA,NA
"8087",150613,"Redenção","PA",2015,15061311,"Odebrecht Ambiental","OA","Local","Água","Empresa privada",1,0,74925,NA,80797,NA,1,0,0,1,1,NA,0,NA,NA,NA,NA,2043,NA,NA,NA,NA,NA
"8088",150613,"Redenção","PA",2014,15061311,"Odebrecht Ambiental","OA","Local","Água","Empresa privada",1,NA,74109,NA,79917,NA,1,0,0,1,1,NA,0,NA,NA,NA,NA,2043,2043,NA,NA,NA,NA
"8089",150613,"Redenção","PA",2013,15061311,"Odebrecht Ambiental","OA","Local","Água e Esgoto","Autarquia",1,1,73268,73268,79010,79010,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8090",150613,"Redenção","PA",2009,15061311,"Prefeitura Municipal de Redenção","PMR","Local","Água","Administração pública direta",1,NA,63364,NA,67064,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8091",150613,"Redenção","PA",2008,15061311,"Prefeitura Municipal de Redenção","PMR","Local","Água","Administração pública direta",1,NA,63079,NA,66762,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8092",150613,"Redenção","PA",2007,15061311,"Prefeitura Municipal de Redenção","PMR","Local","Água","Administração pública direta",1,NA,61020,NA,64583,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8093",150613,"Redenção","PA",2006,15061311,"Prefeitura Municipal de Redenção","PMR","Local","Água","Administração pública direta",1,NA,67939,NA,72085,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8094",150616,"Rio Maria","PA",2012,15061611,"Prefeitura Municipal de Rio Maria","PMRM","Local","Água","Administração pública direta",1,NA,13536,NA,17728,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8095",150618,"Rondon do Pará","PA",2017,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,37622,NA,50925,NA,NA,NA,NA,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8096",150618,"Rondon do Pará","PA",2016,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,37279,NA,50460,NA,NA,NA,NA,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8097",150618,"Rondon do Pará","PA",2012,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,35488,NA,48036,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8098",150618,"Rondon do Pará","PA",2011,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,35099,NA,47509,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8099",150618,"Rondon do Pará","PA",2010,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,34696,NA,46964,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8100",150618,"Rondon do Pará","PA",2009,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,34415,NA,47772,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8101",150618,"Rondon do Pará","PA",2008,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,33913,NA,47074,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8102",150618,"Rondon do Pará","PA",2007,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,32430,NA,45016,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8103",150618,"Rondon do Pará","PA",2006,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,34917,NA,46311,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8104",150618,"Rondon do Pará","PA",2005,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,34177,NA,45329,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8105",150618,"Rondon do Pará","PA",2003,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,32085,NA,42554,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8106",150618,"Rondon do Pará","PA",2002,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,39800,NA,41703,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8107",150618,"Rondon do Pará","PA",2001,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,32045,0,40924,NA,NA,NA,NA,NA,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8108",150618,"Rondon do Pará","PA",2000,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",NA,NA,30039,0,39870,0,NA,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8109",150618,"Rondon do Pará","PA",1999,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,35800,0,38514,0,NA,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8110",150618,"Rondon do Pará","PA",1998,15061811,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,28892,0,37480,0,NA,NA,NA,1,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8111",150619,"Rurópolis","PA",2016,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,0,18277,NA,47971,NA,NA,NA,NA,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8112",150619,"Rurópolis","PA",2015,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,0,17832,NA,46804,NA,NA,NA,NA,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8113",150619,"Rurópolis","PA",2014,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,0,17372,NA,45595,NA,NA,NA,NA,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8114",150619,"Rurópolis","PA",2011,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,0,15724,NA,41272,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8115",150619,"Rurópolis","PA",2010,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,NA,15273,NA,40087,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8116",150619,"Rurópolis","PA",2009,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,NA,13372,NA,36068,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8117",150619,"Rurópolis","PA",2008,15061911,"Prefeitura Municipal de Rurópolis","PMR","Local","Água","Administração pública direta",1,NA,12988,NA,35033,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8118",150635,"Santa Bárbara do Pará","PA",2017,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água e Esgoto","Administração pública direta",1,1,6525,6525,20492,20492,NA,NA,NA,1,1,1,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8119",150635,"Santa Bárbara do Pará","PA",2016,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água e Esgoto","Administração pública direta",1,1,6393,6393,20077,20077,NA,NA,NA,1,1,1,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8120",150635,"Santa Bárbara do Pará","PA",2015,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água e Esgoto","Administração pública direta",1,1,6255,6255,19645,19645,NA,NA,NA,1,1,1,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8121",150635,"Santa Bárbara do Pará","PA",2012,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água e Esgoto","Administração pública direta",1,1,5735,5735,18012,18012,NA,NA,NA,1,1,1,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8122",150635,"Santa Bárbara do Pará","PA",2010,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água e Esgoto","Administração pública direta",1,1,5458,5458,17141,17141,NA,NA,NA,1,1,1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8123",150635,"Santa Bárbara do Pará","PA",2009,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",1,NA,4535,NA,14740,NA,NA,NA,NA,1,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8124",150635,"Santa Bárbara do Pará","PA",2008,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",1,NA,4442,NA,14439,NA,NA,NA,NA,1,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8125",150635,"Santa Bárbara do Pará","PA",2006,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",1,NA,4691,NA,13313,NA,NA,NA,NA,1,1,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8126",150635,"Santa Bárbara do Pará","PA",2003,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",1,NA,4293,NA,12184,NA,NA,NA,NA,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8127",150635,"Santa Bárbara do Pará","PA",2002,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",1,NA,5000,NA,11929,NA,NA,NA,NA,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8128",150635,"Santa Bárbara do Pará","PA",2001,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",1,NA,3473,0,11696,NA,NA,NA,NA,NA,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8129",150635,"Santa Bárbara do Pará","PA",2000,15063511,"Prefeitura Municipal de Santa Bárbara do Pará","PMSBP","Local","Água","Administração pública direta",NA,NA,4010,0,11378,0,NA,NA,NA,1,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8130",150640,"Santa Cruz do Arari","PA",2016,15064011,"Prefeitura Municipal de Santa Cruz do Arari","PMSCA","Local","Água","Administração pública direta",1,NA,4719,NA,9635,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8131",150640,"Santa Cruz do Arari","PA",2015,15064011,"Prefeitura Municipal de Santa Cruz do Arari","PMSCA","Local","Água e Esgoto","Administração pública direta",1,1,4612,4612,9417,9417,NA,NA,NA,1,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8132",150640,"Santa Cruz do Arari","PA",2014,15064011,"Prefeitura Municipal de Santa Cruz do Arari","PMSCA","Local","Água e Esgoto","Administração pública direta",1,1,4501,4501,9191,9191,NA,NA,NA,1,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8133",150650,"Santa Isabel do Pará","PA",2011,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,43902,NA,60713,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8134",150650,"Santa Isabel do Pará","PA",2010,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,0,43000,NA,59466,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8135",150650,"Santa Isabel do Pará","PA",2008,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,40465,NA,54464,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8136",150650,"Santa Isabel do Pará","PA",2007,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,38458,NA,51763,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8137",150650,"Santa Isabel do Pará","PA",2006,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,38676,NA,50543,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8138",150650,"Santa Isabel do Pará","PA",2005,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,37823,NA,49428,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8139",150650,"Santa Isabel do Pará","PA",2004,15065011,"Serviço Autônomo de Água e Esgotos","SAAE","Local","Água","Autarquia",1,NA,37089,NA,48469,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
